"SKU","Qtd Vendida","Data da Venda","Código Cliente","Produto","Marca","","Categoria","Preço Unitário","","Custo Unitário","Preço com Desconto","Ticket","Loja","Gerente","Data de Nascimento","Nome Cliente","Sobrenome cliente","","Gênero"
"HL1009","2","7/15/2016","668","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Porto Alegre - RS","Giovanna Menaged","6/8/1952","Raphael","Barros","","M"
"HL1015","2","7/15/2016","672","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Giovanna Menaged","1/27/1982","Eduardo","Fahrnholz","","M"
"HL1001","2","7/15/2016","699","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Recife - PE","Natália Candiotto","5/6/1959","Juliana","Junior","","F"
"HL1015","2","7/15/2016","651","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Natália Candiotto","1/22/1987","Livia","Lopes","","F"
"HL1009","2","7/15/2016","156","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Belo Horizonte - MG","Arthur Barreto","8/31/1967","Bruna","Ronfini","","F"
"HL1023","2","7/15/2016","447","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","São Paulo - SP","Carolina Cotta","1/21/1978","Ulisses","Bôas","","M"
"HL1015","2","7/15/2016","576","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Recife - PE","Diego Amorim","7/16/1957","Juliana","Campos","","F"
"HL1018","2","7/15/2016","227","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Salvador - BA","Allan Centurione","5/21/1979","Letícia","Moraes","","F"
"HL1005","1","7/15/2016","819","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","2/9/1969","Gabriel","Rotsztejn","","M"
"HL1024","1","7/15/2016","44","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Niterói - RJ","Carolina Cotta","10/10/1956","Stephanie","Campos","","F"
"HL1005","1","7/15/2016","821","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","5/2/1978","Larissa","Mello","","F"
"HL1023","1","7/15/2016","584","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Diego Amorim","11/15/1979","Mariane","Erthal","","F"
"HL1007","1","7/15/2016","208","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Niterói - RJ","Giovanna Menaged","8/26/1980","Tadeu","Guedes","","M"
"HL1009","5","7/16/2016","230","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Allan Centurione","3/15/1954","Daniel","Júnior","","M"
"HL1015","4","7/16/2016","526","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Marcus Cavalcanti","12/18/1974","Thaís","Campos","","F"
"HL1003","3","7/16/2016","801","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Rio de Janeiro - RJ","Marcus Cavalcanti","10/23/1958","Guilherme","Nauenberg","","M"
"HL1005","3","7/16/2016","40","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","8/29/1951","Marcela","Farias","","F"
"HL1009","1","7/16/2016","361","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","1/28/1955","Daniela","Mariz","","F"
"HL1019","4","7/16/2016","383","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","São Paulo - SP","Allan Centurione","7/27/1977","Sandy","Heimlich","","F"
"HL1019","4","7/16/2016","530","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Porto Alegre - RS","Alfredo Araújo","11/7/1981","Lázaro","Nóbrega","","M"
"HL1015","4","7/16/2016","111","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Rio de Janeiro - RJ","Pedro Henrique","5/3/1976","Lucas","Gama","","M"
"HL1007","3","7/16/2016","565","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Arthur Barreto","11/14/1963","Lorena","Mello","","F"
"HL1005","3","7/16/2016","372","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Porto Alegre - RS","Alfredo Araújo","6/3/2000","Daniel","Fonseca","","M"
"HL1002","3","7/16/2016","727","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Niterói - RJ","Diego Amorim","3/3/2000","Gustavo","Figueiredo","","M"
"HL1001","3","7/16/2016","328","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Carolina Cotta","8/5/1961","Raul","Cardoso","","M"
"HL1009","3","7/16/2016","383","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Guarulhos - SP","Allan Centurione","7/27/1977","Yasmim","Morete","","F"
"HL1002","5","7/16/2016","445","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","Salvador - BA","Marcus Cavalcanti","6/8/1973","Morgana","Junior","","F"
"HL1014","5","7/16/2016","527","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","online","Pedro Henrique","2/9/1971","Luíza","Silva","","F"
"HL1001","5","7/16/2016","633","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Porto Alegre - RS","Pedro Henrique","6/6/1991","Isabel","Carvalho","","F"
"HL1015","5","7/16/2016","558","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Eduardo Julianelli","6/22/1956","Gabrielle","Barros","","F"
"HL1008","2","7/16/2016","322","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Rio de Janeiro - RJ","João Pedro","6/8/1960","Maria","Miranda","","F"
"HL1021","2","7/16/2016","152","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Natália Candiotto","7/15/1952","Clara","Carvalho","","F"
"HL1007","2","7/16/2016","397","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Carolina Biccas","11/13/1971","Carlos","Faria","","M"
"HL1001","5","7/16/2016","128","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Curitiba - PR","Marcus Cavalcanti","8/4/1996","Pedro","Caputo","","M"
"HL1023","2","7/16/2016","490","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Porto Alegre - RS","Diego Amorim","8/21/1958","Alessandra","Abraçado","","F"
"HL1015","2","7/16/2016","189","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Niterói - RJ","Diego Amorim","11/9/1973","Deysiane","Novak","","F"
"HL1015","2","7/16/2016","145","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Salvador - BA","Allan Centurione","12/4/1986","Célio","Silva","","M"
"HL1009","1","7/16/2016","265","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Guarulhos - SP","Allan Centurione","12/2/1972","Larissa","Zakhm","","F"
"HL1015","1","7/16/2016","821","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Natália Candiotto","5/2/1978","Adrielle","Alves","","F"
"HL1014","1","7/16/2016","613","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","Porto Alegre - RS","Natália Candiotto","11/28/1963","João","Gomes","","M"
"HL1009","1","7/17/2016","333","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Carolina Cotta","9/6/1993","Marcelo","Thoni","","M"
"HL1021","5","7/17/2016","215","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Rio de Janeiro - RJ","Marcus Cavalcanti","8/9/1997","Lucas","Silva","","M"
"HL1020","5","7/17/2016","335","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Campinas - SP","Marcus Cavalcanti","8/7/1961","João","Lopes","","M"
"HL1001","4","7/17/2016","243","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Niterói - RJ","Marcus Cavalcanti","3/9/1950","Julia","Leite","","F"
"HL1015","1","7/17/2016","479","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","2/25/1991","Cícero","Codeceira","","M"
"HL1021","1","7/17/2016","140","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Belo Horizonte - MG","Marcus Cavalcanti","11/13/1977","Larissa","Biase","","F"
"HL1023","4","7/17/2016","224","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Carolina Cotta","11/12/1960","Pedro","Oliveira","","M"
"HL1020","4","7/17/2016","609","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Curitiba - PR","Carolina Biccas","6/17/1963","Daniel","Silva","","M"
"HL1015","3","7/17/2016","83","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Niterói - RJ","Natália Candiotto","9/20/1954","Luis","Rocha","","F"
"HL1002","3","7/17/2016","678","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","São Paulo - SP","Arthur Barreto","3/19/1961","Roberta","Silva","","F"
"HL1003","3","7/17/2016","107","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Campinas - SP","Carolina Cotta","10/20/1975","Juliana","Ferreira","","F"
"HL1002","5","7/17/2016","603","iPhone 7","Apple","","Celular","2500","","1500","2125","Ticket Baixo","online","Allan Centurione","6/6/1991","Vitor","Braga","","M"
"HL1023","5","7/17/2016","543","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","São Paulo - SP","Allan Centurione","1/1/1963","Eduardo","Lopes","","M"
"HL1008","5","7/17/2016","433","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Curitiba - PR","Allan Centurione","9/15/1957","João","Assis","","M"
"HL1024","5","7/17/2016","464","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Niterói - RJ","Arthur Barreto","11/29/1985","Yasmim","Ramos","","F"
"HL1009","5","7/17/2016","662","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Belo Horizonte - MG","João Pedro","10/26/1987","Rafael","Veiga","","M"
"HL1015","5","7/17/2016","54","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Giovanna Menaged","6/25/1971","Fabio","Rodriguez","","M"
"HL1009","2","7/17/2016","587","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Alfredo Araújo","10/25/1989","Caroline","Villanova","","F"
"HL1009","2","7/17/2016","717","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Niterói - RJ","Allan Centurione","10/24/1991","Cícero","Franco","","M"
"HL1015","1","7/17/2016","117","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","2/1/1950","Lucas","Portillo","","M"
"HL1015","1","7/17/2016","720","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","2/28/1984","Julia","Limp","","F"
"HL1023","1","7/17/2016","674","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","São Paulo - SP","Diego Amorim","8/24/1969","Natalia","Almeida","","F"
"HL1013","5","7/18/2016","520","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Niterói - RJ","Allan Centurione","12/23/1990","Felipe","Provenzano","","M"
"HL1019","2","7/18/2016","26","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","São Paulo - SP","Diego Amorim","9/20/1990","Aline","Taylor","","F"
"HL1019","4","7/18/2016","801","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Salvador - BA","Marcus Cavalcanti","10/23/1958","Vittorio","Soares","","M"
"HL1012","1","7/18/2016","550","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Rio de Janeiro - RJ","Marcus Cavalcanti","3/27/1958","Luiza","Alcoforado","","F"
"HL1005","4","7/18/2016","673","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","10/21/1978","João","Felippe","","M"
"HL1005","3","7/18/2016","253","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Curitiba - PR","João Pedro","2/23/1995","Vivianne","Freitas","","F"
"HL1018","3","7/18/2016","699","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","online","Alfredo Araújo","5/6/1959","Platini","Martins","","M"
"HL1009","5","7/18/2016","353","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Campinas - SP","Allan Centurione","10/24/1967","Ylana","Borges","","F"
"HL1006","2","7/18/2016","757","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","12/1/1959","Izabel","Souza","","F"
"HL1005","5","7/18/2016","752","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","online","Marcus Cavalcanti","10/1/1966","Bruno","Silva","","M"
"HL1023","5","7/18/2016","548","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","8/25/1980","Raphael","Cardoso","","M"
"HL1020","5","7/18/2016","41","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","São Paulo - SP","Arthur Barreto","3/14/1978","Sarah","Gonçalves","","F"
"HL1001","5","7/18/2016","401","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Eduardo Julianelli","2/16/1953","Roberto","Cardoso","","M"
"HL1001","2","7/18/2016","194","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Salvador - BA","João Pedro","2/27/1953","Thais","Souza","","F"
"HL1014","2","7/18/2016","388","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","Campinas - SP","João Pedro","10/17/1977","Raphael","Azevedo","","M"
"HL1007","2","7/18/2016","318","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Alfredo Araújo","7/27/1985","Henrique","Isbelle","","M"
"HL1013","5","7/19/2016","709","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Rio de Janeiro - RJ","Giovanna Menaged","10/8/1964","Matheus","Bruno","","M"
"HL1019","2","7/19/2016","557","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","online","Pedro Henrique","9/8/1984","Douglas","Rangel","","M"
"HL1010","2","7/19/2016","514","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Campinas - SP","João Pedro","11/24/2000","Breno","Gomes","","M"
"HL1005","2","7/19/2016","506","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","João Pedro","2/23/1988","Yasmim","Guedes","","F"
"HL1001","2","7/19/2016","418","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Arthur Barreto","10/11/1954","Jorge","Lemos","","M"
"HL1015","2","7/19/2016","278","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Carolina Biccas","11/22/1977","Caio","Nunes","","M"
"HL1015","2","7/19/2016","197","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Salvador - BA","Diego Amorim","7/12/1998","Felipe","Santos","","M"
"HL1024","2","7/19/2016","422","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Allan Centurione","11/12/1994","Débora","Garcia","","F"
"HL1001","1","7/19/2016","12","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Carolina Biccas","6/11/1968","Julia","Castilho","","F"
"HL1007","1","7/19/2016","249","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Diego Amorim","7/4/1996","Jessica","Procaci","","F"
"HL1023","1","7/19/2016","589","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Niterói - RJ","Arthur Barreto","11/16/1993","Raíssa","Monteiro","","F"
"HL1001","1","7/19/2016","780","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Belo Horizonte - MG","Natália Candiotto","8/18/1982","Isabel","Pestana","","F"
"HL1018","1","7/19/2016","668","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","online","Eduardo Julianelli","6/8/1952","Gabriel","Almeida","","M"
"HL1018","1","7/19/2016","601","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","São Paulo - SP","Giovanna Menaged","8/26/1983","Thiago","Lemos","","M"
"HL1009","3","7/19/2016","378","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","São Paulo - SP","Alfredo Araújo","9/25/1957","Alon","Nóbrega","","M"
"HL1020","4","7/19/2016","512","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","online","Marcus Cavalcanti","2/2/1985","Adrielle","Xavier","","F"
"HL1020","2","7/19/2016","263","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","6/2/1986","Bianca","Guedes","","F"
"HL1003","1","7/19/2016","542","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Porto Alegre - RS","Marcus Cavalcanti","8/28/1982","Stefan","Nogueira","","M"
"HL1018","1","7/19/2016","67","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Salvador - BA","Marcus Cavalcanti","8/7/1997","Luana","Rocha","","F"
"HL1001","4","7/19/2016","79","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Allan Centurione","12/16/1956","Mariana","Rosa","","F"
"HL1006","4","7/19/2016","419","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","online","Diego Amorim","3/15/1970","Gustavo","Florim","","M"
"HL1015","4","7/19/2016","183","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Alfredo Araújo","9/27/1975","Natalia","Varella","","F"
"HL1008","3","7/19/2016","584","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Porto Alegre - RS","Carolina Biccas","11/15/1979","Roberto","Siqueira","","M"
"HL1007","3","7/19/2016","686","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Allan Centurione","10/7/1958","Eric","Souza","","M"
"HL1021","5","7/19/2016","479","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Allan Centurione","2/25/1991","Leonardo","Assumpção","","M"
"HL1015","5","7/19/2016","60","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Curitiba - PR","Allan Centurione","7/2/1968","Daniel","Mendonça","","M"
"HL1007","5","7/19/2016","342","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Diego Amorim","2/7/1978","Bruno","Passos","","M"
"HL1012","5","7/19/2016","738","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Salvador - BA","Arthur Barreto","12/13/1989","Matheus","Meirelles","","M"
"HL1018","5","7/19/2016","560","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Porto Alegre - RS","Arthur Barreto","4/16/1987","Elaine","Souza","","F"
"HL1001","5","7/19/2016","275","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Giovanna Menaged","7/17/2000","Carlos","Passos","","M"
"HL1021","3","7/20/2016","357","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Marcus Cavalcanti","11/28/1987","Norman","Santos","","M"
"HL1021","5","7/20/2016","450","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Marcus Cavalcanti","11/18/1976","Amanda","Cordovil","","F"
"HL1017","5","7/20/2016","214","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","São Paulo - SP","Marcus Cavalcanti","5/13/1952","Adrielle","Rotsztejn","","F"
"HL1001","2","7/20/2016","553","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Marcus Cavalcanti","12/12/1960","Eduardo","Barros","","M"
"HL1006","3","7/20/2016","406","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Campinas - SP","Marcus Cavalcanti","5/19/1995","Daniela","Affonso","","F"
"HL1009","4","7/20/2016","422","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Allan Centurione","11/12/1994","Victor","Soares","","M"
"HL1007","4","7/20/2016","13","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","São Paulo - SP","Carolina Biccas","11/18/1955","Bruna","Vannier","","F"
"HL1019","4","7/20/2016","257","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Recife - PE","Carolina Biccas","4/30/1983","Matheus","Cormack","","M"
"HL1021","4","7/20/2016","96","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","São Paulo - SP","Pedro Henrique","8/31/1950","Hygor","Aragão","","M"
"HL1006","3","7/20/2016","277","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Niterói - RJ","Pedro Henrique","5/15/1961","Fernanda","Amaral","","F"
"HL1018","3","7/20/2016","32","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Belo Horizonte - MG","Eduardo Julianelli","12/26/1951","Bruno","Mesquita","","M"
"HL1005","3","7/20/2016","704","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Curitiba - PR","João Pedro","2/24/1974","Desirée","Sales","","F"
"HL1012","3","7/20/2016","729","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Porto Alegre - RS","Carolina Biccas","5/24/1992","Norman","Neves","","M"
"HL1013","3","7/20/2016","471","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Campinas - SP","Allan Centurione","12/17/1997","Guilherme","Magalhães","","M"
"HL1015","5","7/20/2016","381","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Diego Amorim","3/30/1959","Raphael","Li","","M"
"HL1008","5","7/20/2016","123","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Rio de Janeiro - RJ","Carolina Biccas","4/15/1950","Guilherme","Duarte","","M"
"HL1001","5","7/20/2016","438","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Carolina Cotta","3/6/1973","Gabriela","Farias","","F"
"HL1024","2","7/20/2016","734","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Belo Horizonte - MG","Eduardo Julianelli","11/9/1951","Pedro","Carneiro","","M"
"HL1020","2","7/20/2016","129","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","São Paulo - SP","João Pedro","10/28/1966","Leticia","Vieira","","F"
"HL1005","2","7/20/2016","358","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Arthur Barreto","9/13/1981","Bruno","Lemos","","M"
"HL1017","2","7/20/2016","542","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","online","Carolina Biccas","8/28/1982","Danilo","Soares","","M"
"HL1005","2","7/20/2016","72","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Diego Amorim","1/24/1956","Hércules","Ramos","","M"
"HL1024","1","7/20/2016","135","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","São Paulo - SP","Carolina Biccas","9/29/1985","Maria","Morete","","F"
"HL1012","4","7/21/2016","783","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Belo Horizonte - MG","Marcus Cavalcanti","3/18/2000","Desirée","Oliveira","","F"
"HL1015","4","7/21/2016","72","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Recife - PE","Arthur Barreto","1/24/1956","Roberto","Kohn","","M"
"HL1015","4","7/21/2016","665","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Giovanna Menaged","2/6/1997","Bruno","Novak","","M"
"HL1015","3","7/21/2016","333","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Matheus Leal","9/6/1993","Jônatas","Soares","","M"
"HL1001","3","7/21/2016","775","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Natália Candiotto","4/26/1964","Gustavo","Gonzaga","","M"
"HL1015","3","7/21/2016","525","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Carolina Cotta","1/23/1991","Pedro","Guimarães","","M"
"HL1015","3","7/21/2016","697","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Allan Centurione","4/2/1978","Raphael","Guedes","","M"
"HL1005","2","7/21/2016","149","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Recife - PE","Marcus Cavalcanti","8/7/1978","Henrique","Carvalho","","M"
"HL1015","5","7/21/2016","93","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Allan Centurione","1/20/1999","Camila","Ventura","","F"
"HL1005","5","7/21/2016","584","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Campinas - SP","Diego Amorim","11/15/1979","Lucas","Silva","","M"
"HL1021","5","7/21/2016","456","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","São Paulo - SP","Carolina Cotta","4/22/1981","Julia","Assumpção","","F"
"HL1018","5","7/21/2016","600","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Belo Horizonte - MG","Arthur Barreto","5/7/1971","Diogo","Santos","","M"
"HL1009","5","7/21/2016","382","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Niterói - RJ","Matheus Leal","10/14/1975","Roberto","Silveira","","M"
"HL1005","2","7/21/2016","165","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Rio de Janeiro - RJ","Carolina Cotta","4/6/1966","Bruna","Heimlich","","F"
"HL1001","2","7/21/2016","655","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Rio de Janeiro - RJ","Diego Amorim","2/17/1960","Lucas","Chagas","","M"
"HL1006","1","7/21/2016","64","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","São Paulo - SP","João Pedro","8/18/1987","Melissa","Barros","","F"
